Фирма,Область,Город,Дата накл,Факт.адрес доставки,Юр. адрес клиента,Клиент,Код клиента,Код подразд кл,ОКПО клиента,Лицензия,Дата окончания лицензии,Код товара,Штрих-код товара,Товар,Код мориона,ЕИ,Производитель,Поставщик,Количество,Склад/филиал
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,КРАСИЛОВ,10/11/2021,"м.Красилів, вул.Я.Мудрого, 7, прим.№2","вул.Грушевського, буд.84, кв.78, м.Красилів, Красилівський р-н, Хмельницька обл.","Татарчук М.М.ФОП, м.Красилів",25753,25753_1,2971511321,АВ №580086,12/31/2025,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,МУКША КИТАЙГОРОДСКАЯ,10/11/2021,"с.Мукша-Китайгородська, вул.Матросова, 30","Хмельницька обл., м.Кам`янець-Подільський, вул.РУСЬКА, буд.65",Хитрук. Р.Є. ФОП,42443,42443_1,2882707931,,,1323002,4820104990016,Бария сульфат д/рентгеноск.пор.д/п сусп.80г*,161310,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",10,Винница Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ОРИНИН,10/4/2021,"с.Оринин, вул.Шевченка Тараса, 65","Хмельницька обл., село Оринин, вул.Никольчука, буд.3",Бугера О.М. ФОП,41789,41789_1,2525609781,б/н,12/31/2200,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ОРИНИН,10/11/2021,"с.Оринин, вул.Шевченка Тараса, 65","Хмельницька обл., село Оринин, вул.Никольчука, буд.3",Бугера О.М. ФОП,41789,41789_1,2525609781,б/н,12/31/2200,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ПОЛОННОЕ,10/1/2021,"Полонне, вул.Лесі Українки, 177","м.Київ, ВУЛИЦЯ МИКОЛИ АМОСОВА, будинок 10","МЕДИЧНИЙ ЦЕНТР М.Т.К. , ТОВ",10168,10168_11,21633086,,,1323002,4820104990016,Бария сульфат д/рентгеноск.пор.д/п сусп.80г*,161310,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",5,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,САТАНОВ,10/12/2021,"Хмельницька обл., смт Сатанів, вул.Б.Хмельницького, 1-А","м.Київ, ВУЛИЦЯ МИКОЛИ АМОСОВА, будинок 10","МЕДИЧНИЙ ЦЕНТР М.Т.К. , ТОВ",10168,10168_4,21633086,,,4785006,4820104990214,Сорбит пищев.доб. 250г в полиэт.пакетах.в уп.,693910,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Винница Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,СЛАВУТА,10/8/2021,"Хмельницька обл., м. Славута, вул. Козацька, 2","Житомирська обл., м.Бердичів, вул.Житомирська, буд.38","АВК Фарм ТОВ, м.Бердичів",24482,24482_13,37124474,АЕ №194182,12/31/2050,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",5,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,СЛАВУТА,10/11/2021,"м.Славута, вул.Церковна, 45","місто Київ, пр.Лісовий, будинок 39-А","ФАРМКОР, ТОВ",46903,46903_15,43602171,б/н,1/12/2040,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,СЛАВУТА,10/11/2021,"м.Славута, вул.Церковна, 45","місто Київ, пр.Лісовий, будинок 39-А","ФАРМКОР, ТОВ",46903,46903_15,43602171,б/н,1/12/2040,1323005,,Глюкоза-тест пор.д/орал.р-ра 75г конт.,190533,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,СЛАВУТА,10/6/2021,"Хмельницька обл., м.Славута, вул.Соборності, 32, Міський лікарняний комплекс, терапевтичний корпус №",",Хмельницька обл.,м.Нетішин,пр-т Курчатова,буд.6","ФАРМО, ТОВ",32084,32084_4,38535704,АЕ №193272,12/31/2025,1323005,,Глюкоза-тест пор.д/орал.р-ра 75г конт.,190533,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",5,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,СЛАВУТА,10/4/2021,"м.Славута, вул.Соборності, 37",",Хмельницька обл.,м.Нетішин,пр-т Курчатова,буд.6","ФАРМО, ТОВ",32084,32084_8,38535704,АЕ №193272,12/31/2025,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",2,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,СЛАВУТА,10/7/2021,"м.Славута, вул.Козацька, 2","м.Київ, ВУЛИЦЯ ПАРКОВО-СИРЕЦЬКА, будинок 15-А","ЦЕНТРАЛЬНА ФАРМАЦЕВТИЧНА КОМПАНІЯ , ТОВ",32276,32276_21,38727372,"АЕ,№ 193410",10/15/2090,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,СЛАВУТА,10/7/2021,"м.Славута, вул.Козацька, 2","м.Київ, ВУЛИЦЯ ПАРКОВО-СИРЕЦЬКА, будинок 15-А","ЦЕНТРАЛЬНА ФАРМАЦЕВТИЧНА КОМПАНІЯ , ТОВ",32276,32276_21,38727372,"АЕ,№ 193410",10/15/2090,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,СЛАВУТА,10/7/2021,"м.Славута, вул.Козацька, 2","м.Київ, ВУЛИЦЯ ПАРКОВО-СИРЕЦЬКА, будинок 15-А","ЦЕНТРАЛЬНА ФАРМАЦЕВТИЧНА КОМПАНІЯ , ТОВ",32276,32276_21,38727372,"АЕ,№ 193410",10/15/2090,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,СУДИЛКІВ,10/4/2021,"с.Судилків, вул.Князя Володимира, 15/1","Хмельницька обл., Шепетівський район, село Судилків, ВУЛИЦЯ КНЯЗЯ ВОЛОДИМИРА, будинок 15, квартира 2","Фещина Т.С. ,ФОП",41502,41502_1,3408500969,б/н,12/31/2037,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",2,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ТЕОФИПОЛЬ,10/11/2021,"Хмельницька обл., смт Теофіполь, вул.Макаренка, 2б","Хмельницька обл., Теофіпольський р-н, селище міського типу Теофіполь, ПРОВУЛОК КВІТНЕВИЙ, будинок 16","ГОНЧАР С.О.,ФОП",16542,16542_2,2561302317,АВ №598297,12/31/2029,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ХМЕЛЬНИЦКИЙ,10/4/2021,"м.Хмельницький, вул.Шевченка, 55","Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ШЕВЧЕНКА, будинок 55","ВЕСНЯНКА , ТОВ",47054,47054_1,14153463,б/н,12/31/2200,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",2,Винница Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ХМЕЛЬНИЦКИЙ,10/11/2021,"м.Хмельницький, вул.Пілотська, 1","м.Хмельницький,пров.Проскурівський, 1/1","Гранд-В ООО,Хмельницкий",8951,08951_2,32179728,АГ №583885,2/22/2100,1323005,,Глюкоза-тест пор.д/орал.р-ра 75г конт.,190533,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",15,Винница Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ХМЕЛЬНИЦКИЙ,10/8/2021,"м. Хмельницький, провул. Проскурівський, 1, Хмельницька міська лікарня","м.Київ, ВУЛИЦЯ МИКОЛИ АМОСОВА, будинок 10","МЕДИЧНИЙ ЦЕНТР М.Т.К. , ТОВ",10168,10168_32,21633086,,,1323002,4820104990016,Бария сульфат д/рентгеноск.пор.д/п сусп.80г*,161310,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",2,Винница Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ХМЕЛЬНИЦКИЙ,10/7/2021,"м.Хмельницький, вул.Староміська, 25","м.Дніпро, вул. Калинова, буд.1, прим. 75","МЕНГО, ТОВ",28288,28288_78,38115167,б/н,12/31/2060,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ХМЕЛЬНИЦКИЙ,10/6/2021,"м. Хмельницький, вул. Кам`янецька, 82","Київська обл., м. Київ, вул. Межова, буд. 18","Фармастор , ТОВ",15678,15678_145,34048360,АЕ №295239,12/31/2025,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ХМЕЛЬНИЦЬКИЙ,10/11/2021,"м.Хмельницький, вул.Пілотська, 1","Черкаська обл., місто Черкаси, ВУЛИЦЯ КОБЗАРСЬКА, будинок 108","ІНФУЗІЯ, ПП",39028,39028_5,31423376,б/н,8/12/2050,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",5,Винница Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ХМЕЛЬНИЦЬКИЙ,10/12/2021,"м.Хмельницький, вул.Мирного Панаса, 37/3","м.Київ,проспект Лісовий,буд.39-А","АВ ЛІКИ, ТОВ",45719,45719_4,43522461,б/н,12/31/2060,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Винница Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ХМЕЛЬНИЦЬКИЙ,10/5/2021,"м.Хмельницький, вул.Хотовицького, 7","Київська обл., м. Київ, вул. Межова, буд. 18","Фармастор , ТОВ",15678,15678_307,34048360,АЕ №295239,12/31/2025,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ШЕПЕТОВКА,10/1/2021,"Шепетівка, вул. В.Котика, 118 А","Хмельницька обл., м.Шепетівка, пр.Миру, 37/54","Лисачук А.А. ЧП, Шепетовка",15054,15054_1,2580805715,АВ №598733,4/3/2060,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ШЕПЕТОВКА,10/4/2021,"м.Шепетівка вул.Карла Маркса,81","Хмельницька обл.,м.Шепетівка вул Шешукова8/А кв.2",Поліщук Н.В. ФОП,33094,33094_1,2083003703,АВ №599964,11/27/2026,4785004,4820104990054,Магния Сульфат пор.д/орал.прим.25г саше /,91490,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",5,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ШЕПЕТОВКА,10/1/2021,"м.Шепетівка, вул.В.Котика, 85","Хмельницька обл., місто Шепетівка, ВУЛИЦЯ ПРОСПЕКТ МИРУ, будинок 14, квартира 120","СВК ФАРМ , ТОВ",33838,33838_14,39151709,АЕ 194197,1/6/2024,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ШЕПЕТОВКА,10/1/2021,"м.Шепетівка, вул.Героїв Небесної Сотні, 76/18","Хмельницька обл., місто Шепетівка, ВУЛИЦЯ ПРОСПЕКТ МИРУ, будинок 14, квартира 120","СВК ФАРМ , ТОВ",33838,33838_1,39151709,АЕ 194197,1/6/2024,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",5,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ШЕПЕТОВКА,10/4/2021,"Хмельницька область,м.Шепетівка, вул. Островського,5","м.Київ, ВУЛИЦЯ ПАРКОВО-СИРЕЦЬКА, будинок 15-А","ЦЕНТРАЛЬНА ФАРМАЦЕВТИЧНА КОМПАНІЯ , ТОВ",32276,32276_53,38727372,"АЕ,№ 193410",10/15/2090,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Ровно Сводный
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,ШЕПЕТОВКА,10/4/2021,"Хмельницька область,м.Шепетівка, вул. Островського,5","м.Київ, ВУЛИЦЯ ПАРКОВО-СИРЕЦЬКА, будинок 15-А","ЦЕНТРАЛЬНА ФАРМАЦЕВТИЧНА КОМПАНІЯ , ТОВ",32276,32276_53,38727372,"АЕ,№ 193410",10/15/2090,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Ровно Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,БЕЛОЗЕРЬЕ,10/5/2021,"Черкаська обл., Черкаський р-н, с.Білозір`я, вул.Леніна, 178 в","Черкаська обл., Черкаський р-н, с.Білозір`я, вул.Франка, 29","Войтко С.М. ФОП с.Білозір`я, Черкаський р-н",35682,35682_1,2700204986,АЕ №637240,12/31/2038,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",2,Полтава Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ВАТУТИНО,10/8/2021,"Черкаська обл., м. Ватутіне, пр-т, Дружби, 18/2","Черкаська обл., Звенигородський район, село Чичиркозівка","Закутній В.В., ФОП",38200,38200_1,2739719819,б/н,6/11/2022,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",3,Винница Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ВАТУТИНО,10/11/2021,"м. Ватутіне, пр-т Ватутіна, 34/2","Черкаська обл., місто Ватутіне, ВУЛИЦЯ ЮВІЛЕЙНА, будинок 4-А, квартира 12","Радченко Л. С. , ФОП",16938,16938_1,2675012906,АВ №579667,12/31/2050,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",3,Винница Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ГЕРОНИМОВКА,10/1/2021,"с.Геронимівка, вул.Леніна, 15","Черкаська обл., Черкаський район, село Геронимівка, ВУЛИЦЯ ВИШНЕВА, будинок 7","Боїн Н.О. , ФОП",34295,34295_1,3134712388,АЕ №194388,7/22/2034,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Полтава Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ГЕРОНИМОВКА,10/1/2021,"с.Геронимівка, вул.Леніна, 15","Черкаська обл., Черкаський район, село Геронимівка, ВУЛИЦЯ ВИШНЕВА, будинок 7","Боїн Н.О. , ФОП",34295,34295_1,3134712388,АЕ №194388,7/22/2034,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Полтава Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ГЕРОНИМОВКА,10/1/2021,"с.Геронимівка, вул.Леніна, 15","Черкаська обл., Черкаський район, село Геронимівка, ВУЛИЦЯ ВИШНЕВА, будинок 7","Боїн Н.О. , ФОП",34295,34295_1,3134712388,АЕ №194388,7/22/2034,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Полтава Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ГОРОДИЩЕ,10/11/2021,"Черкаська обл., Черкаський р-н, м.Городище, вул.Миру, 121","м.Київ, ВУЛИЦЯ СИРЕЦЬКА, будинок 38","БЮДЖЕТНА АПТЕКА, ТОВ",44463,44463_43,42967671,б/н,9/9/2025,4785006,4820104990214,Сорбит пищев.доб. 250г в полиэт.пакетах.в уп.,693910,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Полтава Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ГОРОДИЩЕ,10/11/2021,"Черкаська обл., Черкаський р-н, м.Городище, вул.Миру, 121","м.Київ, ВУЛИЦЯ СИРЕЦЬКА, будинок 38","БЮДЖЕТНА АПТЕКА, ТОВ",44463,44463_43,42967671,б/н,9/9/2025,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Полтава Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ГОРОДИЩЕ,10/6/2021,"с.Валява, вул.Леніна,42","Черкаська обл., м.Городище, вул.Шевченка, 20",Косенко Ю.В.ФОП м.Городище Черкас. обл,30623,30623_1,3049220818,АЕ №192546,3/5/2033,4785004,4820104990054,Магния Сульфат пор.д/орал.прим.25г саше /,91490,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",5,Полтава Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ГОРОДИЩЕ,10/11/2021,"Черкаська обл., м.Городище, вул.Гагаріна, 3","місто Київ, ПРОСПЕКТ ЛІСОВИЙ, будинок 39-А","САНТОРІУС УКРАЇНА, ТОВ",45721,45721_8,43042473,б/н,12/31/2060,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Полтава Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ДУБИЕВКА,10/5/2021,"с.Дубіївка, вул.1 Травня, 1","Черкаська обл., Городищенський район, село Зелена Діброва, ВУЛИЦЯ КРАСИЦЬКИХ, будинок 2",Атамась І.С. ФОП,43443,43443_1,3484412220,б/н,1/31/2029,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Полтава Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ЕРКИ,10/11/2021,"смт Єрки, вул.Героїв Майдану, 26А","Черкаська обл., м.Канів, вул. УСПЕНСЬКА, буд.14/А","Вітамінка-ЮВ , ТОВ",23280,23280_13,36775314,АВ №553170,8/30/2050,1323005,,Глюкоза-тест пор.д/орал.р-ра 75г конт.,190533,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ЖАШКІВ,10/11/2021,"Черкаська обл., м.Жашків, вул.Соборна, 40","м.Київ, ВУЛИЦЯ СИРЕЦЬКА, будинок 38","БЮДЖЕТНА АПТЕКА, ТОВ",44463,44463_33,42967671,б/н,9/9/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",3,Винница Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ЖАШКІВ,10/5/2021,"Черкаська обл., м.Жашків, вул.Соборна, 40","м.Київ, ВУЛИЦЯ СИРЕЦЬКА, будинок 38","БЮДЖЕТНА АПТЕКА, ТОВ",44463,44463_33,42967671,б/н,9/9/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ЖАШКІВ,10/13/2021,"Черкаська обл., м.Жашків, вул.Соборна, 40","м.Київ, ВУЛИЦЯ СИРЕЦЬКА, будинок 38","БЮДЖЕТНА АПТЕКА, ТОВ",44463,44463_33,42967671,б/н,9/9/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Винница Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ЗОЛОТОНОША,10/12/2021,"Черкаська обл., м.Золотоноша, вул.Шевченка, 96-є","Черкаська обл., Придніпровський р-н, м.Черкаси, вул.Гоголя, 330/30, кв.104","Арніка-Люкс , ПП",4085,04085_13,22811503,АВ №528100,4/16/2060,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",3,Полтава Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,ЗОЛОТОНОША,10/7/2021,"м.Золотоноша, вул.Садовий проїзд, 4а, н.прим.8","м.Київ, вул.Оноре де Бальзака, 12","СЛОБОЖАНСЬКА ФАРМАЦЕВТИЧНА КОМПАНІЯ, ТОВ",41412,41412_19,41411021,б/н,11/6/2067,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Полтава Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,КАМЕНКА,10/8/2021,"м. Камянка, вул. Покровська, 90","Черкаська обл., Кам`янський р-н, місто Кам`янка, ВУЛИЦЯ ПОКРОВСЬКА, будинок 90","КАМ`ЯНСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ КМР, КНП",20442,20442_3,2005310,б/н,12/31/2030,1323005,,Глюкоза-тест пор.д/орал.р-ра 75г конт.,190533,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",3,Полтава Сводный
"ТОВ ""БаДМ""",ЧЕРКАССКАЯ,КАМЕНКА,10/4/2021,"м.Кам`янка, вул.Пушкіна, 39","місто Київ, вул.Бальзака Оноре де, будинок 12","ПРИДНІПРОВСЬКА ФАРМАЦЕВТИЧНА КОМПАНІЯ, ТОВ",32224,32224_55,38831815,АЕ №193347,9/27/2100,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Полтава Сводный
